kategori_wilayah,kategori_membership,bergabung_melalui_referral,jenis_penawaran_preferensi,medium_operasi,rata_rata_waktu_dihabiskan,rata_rata_nilai_transaksi,rata_rata_hari_login,poin_di_dompet,menggunakan_diskon_khusus,preferensi_aplikasi_penawaran,umpan_balik
Unknown,Basic Membership,No,Without Offers,Smartphone,32.54,42225.34,13.0,655.45,No,Yes,Poor Customer Service
City,Basic Membership,Yes,Without Offers,Both,685.91,37882.82,18.0,653.4,Yes,Yes,Too many ads
Town,Gold Membership,Yes,Gift Vouchers/Coupons,Both,542.85,14938.53,10.0,700.81,No,Yes,Poor Website
City,No Membership,Yes,Gift Vouchers/Coupons,Unknown,62.66,6216.96,27.0,606.73,No,Yes,Too many ads
Town,No Membership,No,Credit/Debit Card Offers,Desktop,89.07,8774.79,25.0,299.8337499999999,No,Yes,Poor Website
Village,Silver Membership,Unknown,Without Offers,Desktop,381.65,30425.78,0.0,325.3365862,Yes,No,No reason specified
Unknown,Silver Membership,No,Credit/Debit Card Offers,Smartphone,344.9,38859.53,0.0,697.95,Yes,No,No reason specified
City,Basic Membership,No,Without Offers,Smartphone,170.93,18188.84,17.0,605.51,Yes,No,No reason specified
City,Silver Membership,Unknown,Credit/Debit Card Offers,Both,207.33,24897.51,27.0,420.7779727,Yes,No,Poor Website
Village,Platinum Membership,Yes,Without Offers,Both,801.13375,6106.27,23.0,299.8337499999999,Yes,No,Poor Customer Service
Town,Premium Membership,No,Credit/Debit Card Offers,Desktop,62.29,69301.25,4.0,299.8337499999999,No,Yes,Products always in Stock
City,Platinum Membership,No,Without Offers,Smartphone,801.13375,46186.35,0.0,720.19,Yes,No,Too many ads
Town,No Membership,Yes,Gift Vouchers/Coupons,Desktop,801.13375,9395.03,17.0,540.82,No,Yes,No reason specified
Unknown,No Membership,No,Credit/Debit Card Offers,Smartphone,205.77,36589.09,0.0,559.46,Yes,Yes,Poor Product Quality
Town,Gold Membership,No,Gift Vouchers/Coupons,Smartphone,83.99,36554.46,19.0,631.01,No,Yes,Poor Customer Service
City,Basic Membership,Yes,Without Offers,Smartphone,60.29,48766.89,21.0,656.53,Yes,No,Too many ads
City,No Membership,No,Credit/Debit Card Offers,Smartphone,428.09,37450.66,5.0,636.8,Yes,No,Poor Product Quality
Unknown,Premium Membership,No,Without Offers,Smartphone,0.0,33734.91,7.0,299.8337499999999,Yes,No,Poor Website
Unknown,Platinum Membership,No,Gift Vouchers/Coupons,Desktop,237.44,28916.61,0.0,299.8337499999999,Yes,No,No reason specified
Town,Silver Membership,Yes,Without Offers,Unknown,257.53,37324.39,30.23575784,662.65,Yes,No,Poor Website
City,Premium Membership,No,Gift Vouchers/Coupons,Smartphone,33.12,850.13,0.0,727.66,Yes,No,Poor Website
Unknown,Gold Membership,Yes,Gift Vouchers/Coupons,Desktop,481.35,2115.73,19.0,299.8337499999999,No,Yes,Too many ads
Town,Platinum Membership,No,Credit/Debit Card Offers,Desktop,112.89,4128.51,16.0,1031.30375,No,Yes,User Friendly Website
Unknown,Gold Membership,Yes,Credit/Debit Card Offers,Desktop,56.27,16659.46,20.0,670.46,No,Yes,Too many ads
Unknown,No Membership,Yes,Credit/Debit Card Offers,Desktop,801.13375,26376.78,7.0,694.08,No,Yes,Too many ads
Unknown,No Membership,Unknown,Gift Vouchers/Coupons,Unknown,541.8,43265.72,18.0,299.8337499999999,Yes,Yes,No reason specified
Village,Basic Membership,Yes,Gift Vouchers/Coupons,Both,801.13375,7714.28,26.0,1031.30375,No,Yes,Poor Customer Service
Unknown,No Membership,Yes,Credit/Debit Card Offers,Desktop,61.55,35519.23,25.0,663.16,Yes,No,Too many ads
Unknown,Silver Membership,Unknown,Gift Vouchers/Coupons,Desktop,82.85,6068.66,3.0,706.9,Yes,No,Products always in Stock
Village,Gold Membership,Yes,Gift Vouchers/Coupons,Desktop,801.13375,57165.88,8.0,740.901606,No,Yes,User Friendly Website
Town,Basic Membership,Yes,Gift Vouchers/Coupons,Both,801.13375,40427.34,10.0,549.5,No,Yes,Poor Customer Service
Town,Platinum Membership,Yes,Without Offers,Unknown,273.66,48714.89,11.0,299.8337499999999,Yes,No,Poor Customer Service
City,Premium Membership,No,Gift Vouchers/Coupons,Smartphone,115.43,18096.52,9.0,773.89,No,Yes,Poor Customer Service
Town,Gold Membership,No,Without Offers,Unknown,88.48,33724.01,22.0,941.4586065,Yes,No,Too many ads
Town,Gold Membership,Yes,Credit/Debit Card Offers,Smartphone,221.12,44195.97,29.0,892.0409961,No,Yes,Too many ads
Town,No Membership,No,Without Offers,Smartphone,34.96,39270.84,16.0,510.67,Yes,No,Too many ads
Village,Basic Membership,No,Without Offers,Desktop,31.68,47103.75,29.0,582.74,Yes,No,No reason specified
Village,Gold Membership,Yes,Credit/Debit Card Offers,Smartphone,90.79,7050.0,18.0,622.95,No,Yes,Poor Customer Service
Village,Gold Membership,Unknown,Gift Vouchers/Coupons,Desktop,357.83,70783.35,6.0,802.21,Yes,Yes,Products always in Stock
City,Silver Membership,Yes,Credit/Debit Card Offers,Smartphone,228.4,40739.2,11.0,702.72,No,Yes,Too many ads
Village,Gold Membership,Yes,Gift Vouchers/Coupons,Desktop,801.13375,45762.35,20.0,789.81,Yes,No,No reason specified
Unknown,No Membership,No,Gift Vouchers/Coupons,Desktop,126.53,44348.53,13.0,689.19,No,Yes,Poor Website
City,Gold Membership,No,Credit/Debit Card Offers,Smartphone,374.06,41243.37,26.0,613.28,No,Yes,Poor Customer Service
Unknown,No Membership,No,Gift Vouchers/Coupons,Desktop,82.86,3131.82,12.0,638.33,Yes,No,Poor Customer Service
City,Basic Membership,Yes,Gift Vouchers/Coupons,Desktop,185.34,2977.44,13.0,299.8337499999999,Yes,No,Poor Product Quality
Village,Premium Membership,No,Gift Vouchers/Coupons,Desktop,37.06,80290.49,15.0,716.85,Yes,No,User Friendly Website
City,Gold Membership,No,Credit/Debit Card Offers,Smartphone,229.63,18094.99,13.0,299.8337499999999,Yes,No,User Friendly Website
Town,Platinum Membership,Yes,Gift Vouchers/Coupons,Smartphone,552.82,30511.38,16.0,755.8,No,Yes,Too many ads
City,Premium Membership,Yes,Without Offers,Unknown,34.39,13985.75,8.0,1031.30375,No,Yes,Poor Product Quality
Village,Basic Membership,Yes,Gift Vouchers/Coupons,Desktop,44.34,24313.23,13.0,610.8,No,Yes,No reason specified
Town,Platinum Membership,No,Without Offers,Smartphone,356.05,10894.85,15.0,467.2540009,No,Yes,Poor Customer Service
Unknown,Platinum Membership,No,Credit/Debit Card Offers,Smartphone,463.46,22623.49,20.0,727.42,Yes,No,No reason specified
Unknown,Basic Membership,Yes,Gift Vouchers/Coupons,Smartphone,514.23,37368.05,0.0,441.5146248,Yes,Yes,Poor Website
Town,No Membership,No,Without Offers,Unknown,462.52,9232.84,18.0,429.8486845,No,Yes,Poor Website
City,No Membership,Yes,Without Offers,Unknown,153.74,10722.43,0.0,526.19,Yes,No,Too many ads
Town,No Membership,Unknown,Without Offers,Unknown,788.04,15791.8,5.0,638.21,No,Yes,Poor Customer Service
Unknown,Silver Membership,No,Credit/Debit Card Offers,Smartphone,31.96,45695.71,11.0,723.75,Yes,No,Poor Website
Town,No Membership,Yes,Without Offers,Smartphone,65.21,22325.75,39.83034472,520.19,Yes,No,Poor Product Quality
Town,Premium Membership,Yes,Credit/Debit Card Offers,Unknown,79.14,7505.38,5.0,750.42,No,Yes,Products always in Stock
Village,Gold Membership,No,Gift Vouchers/Coupons,Desktop,33.49,24567.07,20.0,796.45,No,Yes,Poor Website
Town,Platinum Membership,No,Without Offers,Desktop,176.73,30105.86,26.0,1031.30375,No,Yes,Poor Customer Service
Unknown,Gold Membership,Yes,Gift Vouchers/Coupons,Desktop,274.82,25085.92,0.0,987.7708162,No,Yes,Poor Website
Town,Platinum Membership,Yes,Gift Vouchers/Coupons,Desktop,683.1,51039.76,1.0,799.88,No,Yes,User Friendly Website
City,Silver Membership,Yes,Without Offers,Smartphone,0.0,41875.63,6.0,743.06,Yes,No,Poor Product Quality
City,No Membership,Yes,Gift Vouchers/Coupons,Desktop,94.99,10025.41,11.0,600.72,Yes,No,Too many ads
City,Premium Membership,No,Credit/Debit Card Offers,Desktop,103.35,8706.19,13.0,759.37,No,Yes,Products always in Stock
Unknown,No Membership,Yes,Without Offers,Unknown,32.2,4490.88,27.0,689.34,Yes,No,Too many ads
Town,Basic Membership,No,Gift Vouchers/Coupons,Unknown,208.3,25052.57,28.0,666.8,Yes,No,No reason specified
City,No Membership,Yes,Without Offers,Desktop,37.29,12469.55,23.0,838.1923292,Yes,No,No reason specified
Village,Premium Membership,Yes,Credit/Debit Card Offers,Unknown,801.13375,50598.22,1.0,841.7488854,No,Yes,Reasonable Price
Town,Basic Membership,Yes,Without Offers,Smartphone,146.24,2203.18,15.0,301.5444844,No,Yes,No reason specified
Town,Basic Membership,No,Credit/Debit Card Offers,Both,354.99,23976.91,28.0,684.46,No,Yes,No reason specified
Town,Silver Membership,Yes,Credit/Debit Card Offers,Desktop,801.13375,43706.0,10.0,602.81,Yes,No,Poor Customer Service
City,Gold Membership,No,Credit/Debit Card Offers,Desktop,83.43,13331.05,6.0,299.8337499999999,No,Yes,Poor Customer Service
Town,Basic Membership,No,Without Offers,Smartphone,102.89,16279.77,6.0,546.19,Yes,No,No reason specified
Village,Premium Membership,No,Gift Vouchers/Coupons,Smartphone,72.8,45332.2,11.0,1031.30375,Yes,No,No reason specified
City,Gold Membership,No,Without Offers,Desktop,204.42,8800.19,28.0,614.07,Yes,No,Poor Website
City,Gold Membership,Yes,Without Offers,Desktop,172.98,43384.91,21.0,702.93,Yes,No,Poor Product Quality
City,Basic Membership,No,Without Offers,Unknown,55.19,47714.26,6.0,709.47,Yes,No,Poor Customer Service
City,Platinum Membership,Yes,Credit/Debit Card Offers,Unknown,801.13375,68657.14,18.0,725.98,Yes,No,Products always in Stock
City,Platinum Membership,No,Without Offers,Desktop,373.51,80871.465,2.0,753.43,Yes,No,Reasonable Price
Village,Premium Membership,No,Credit/Debit Card Offers,Both,296.0,40038.7,21.0,770.95,Yes,No,Poor Product Quality
City,Basic Membership,Yes,Without Offers,Smartphone,36.78,49122.46,0.0,581.31,Yes,No,Poor Product Quality
City,No Membership,Yes,Gift Vouchers/Coupons,Smartphone,53.32,23947.73,0.0,672.26,Yes,No,Poor Product Quality
Town,Platinum Membership,No,Credit/Debit Card Offers,Desktop,106.62,19193.91,24.0,759.2,No,Yes,Too many ads
Town,Gold Membership,No,Gift Vouchers/Coupons,Unknown,141.36,1137.42,21.0,702.9,No,Yes,Poor Product Quality
City,Gold Membership,Yes,Credit/Debit Card Offers,Unknown,470.73,31062.78,25.0,637.9,Yes,No,Poor Website
Unknown,No Membership,Yes,Without Offers,Desktop,0.0,9560.37,24.0,581.09,Yes,No,No reason specified
Town,Gold Membership,Unknown,Credit/Debit Card Offers,Smartphone,486.3,29388.6,27.0,751.2,Yes,No,Too many ads
City,Premium Membership,No,Gift Vouchers/Coupons,Both,326.26,11734.2,23.0,723.83,No,Yes,Poor Product Quality
Town,Gold Membership,Unknown,Credit/Debit Card Offers,Both,801.13375,19650.35,16.0,1031.30375,Yes,No,Poor Product Quality
Unknown,Platinum Membership,Yes,Without Offers,Smartphone,118.88,39116.04,15.0,770.93,No,Yes,No reason specified
Unknown,Premium Membership,Unknown,Without Offers,Smartphone,124.14,1803.99,20.60863346,746.96,No,Yes,Poor Product Quality
Town,Platinum Membership,Yes,Gift Vouchers/Coupons,Unknown,801.13375,80871.465,8.0,299.8337499999999,Yes,No,User Friendly Website
Town,No Membership,Yes,Without Offers,Desktop,498.09,48125.94,27.0,299.8337499999999,No,Yes,Poor Product Quality
City,Platinum Membership,Yes,Without Offers,Desktop,363.16,47714.7,6.0,381.7104175,No,Yes,Too many ads
City,Gold Membership,Unknown,Credit/Debit Card Offers,Smartphone,103.31,34172.08,27.0,1031.30375,No,Yes,Poor Customer Service
City,Premium Membership,No,Without Offers,Smartphone,95.99,10034.73,28.0,492.3676951,No,Yes,Too many ads
Unknown,Premium Membership,Yes,Credit/Debit Card Offers,Smartphone,801.13375,36963.38,19.0,714.62,No,Yes,Poor Customer Service
City,No Membership,Unknown,Gift Vouchers/Coupons,Unknown,449.54,30657.56,0.0,299.8337499999999,No,Yes,Too many ads
Village,Premium Membership,Yes,Gift Vouchers/Coupons,Smartphone,801.13375,80871.465,17.0,705.14,No,Yes,User Friendly Website
Town,Platinum Membership,Yes,Without Offers,Unknown,45.9,9938.49,27.0,772.22,No,Yes,Poor Website
Town,Basic Membership,No,Without Offers,Desktop,85.03,46270.88,35.74978206,606.81,No,Yes,Poor Product Quality
Town,No Membership,Yes,Without Offers,Desktop,34.17,2717.09,16.0,299.8337499999999,No,Yes,Poor Website
Unknown,Platinum Membership,Yes,Credit/Debit Card Offers,Unknown,142.76,28136.63,23.0,764.56,Yes,No,No reason specified
Town,Silver Membership,Yes,Gift Vouchers/Coupons,Unknown,801.13375,26805.46,28.0,299.8337499999999,Yes,Yes,Poor Product Quality
Town,Silver Membership,Unknown,Without Offers,Unknown,240.07,12872.58,27.0,673.59,Yes,No,Poor Customer Service
Town,Gold Membership,Unknown,Credit/Debit Card Offers,Desktop,64.13,1908.53,25.0,638.82,Yes,No,Poor Product Quality
Town,No Membership,Unknown,Credit/Debit Card Offers,Smartphone,353.55,16200.92,16.0,528.5,Yes,Yes,No reason specified
Town,Silver Membership,Yes,Credit/Debit Card Offers,Smartphone,171.05,41312.31,1.528771218,790.81,No,Yes,Too many ads
City,No Membership,No,Without Offers,Smartphone,32.44,30769.62,18.0,687.03,Yes,No,Poor Website
Town,Platinum Membership,Yes,Credit/Debit Card Offers,Desktop,145.05,19732.89,0.0,509.0647142,Yes,No,Too many ads
City,Platinum Membership,No,Credit/Debit Card Offers,Desktop,72.05,30238.86,12.0,789.99,No,Yes,No reason specified
City,Silver Membership,Yes,Gift Vouchers/Coupons,Desktop,33.7,41249.5,0.0,299.8337499999999,Yes,No,No reason specified
Town,Platinum Membership,No,Without Offers,Both,315.94,80871.465,14.0,299.8337499999999,Yes,Yes,Quality Customer Care
Town,No Membership,Yes,Without Offers,Smartphone,49.45,23131.13,22.0,1000.462647,Yes,No,Poor Website
Town,Gold Membership,Yes,Credit/Debit Card Offers,Unknown,563.23,38446.37,28.0,299.8337499999999,Yes,No,Poor Customer Service
Town,No Membership,No,Credit/Debit Card Offers,Desktop,91.88,7668.0,7.0,1031.30375,No,Yes,Poor Website
Unknown,Silver Membership,No,Credit/Debit Card Offers,Smartphone,383.14,22091.42,26.0,299.8337499999999,Yes,No,Poor Website
Village,Platinum Membership,No,Credit/Debit Card Offers,Desktop,209.2,58675.38,19.0,1031.30375,No,Yes,Quality Customer Care
City,Platinum Membership,Yes,Credit/Debit Card Offers,Desktop,131.35,30990.76,25.0,734.58,Yes,No,Poor Website
Unknown,Basic Membership,Yes,Unknown,Both,747.63,27470.62,0.0,587.02,No,Yes,No reason specified
City,Silver Membership,No,Credit/Debit Card Offers,Desktop,0.0,21834.46,28.0,710.29,Yes,No,Poor Product Quality
Village,Gold Membership,No,Gift Vouchers/Coupons,Desktop,186.63,20070.92,8.0,1031.30375,No,Yes,Poor Customer Service
Town,No Membership,No,Gift Vouchers/Coupons,Desktop,34.23,39642.95,0.0,299.8337499999999,No,Yes,Poor Website
Unknown,Basic Membership,No,Credit/Debit Card Offers,Smartphone,50.28,14391.3,8.0,623.8,No,Yes,Poor Product Quality
City,Premium Membership,No,Without Offers,Both,454.96,20656.38,18.0,299.8337499999999,Yes,Yes,No reason specified
Town,Gold Membership,Yes,Without Offers,Desktop,141.4,23772.04,23.0,1031.30375,No,Yes,Poor Website
Unknown,Basic Membership,Yes,Credit/Debit Card Offers,Smartphone,126.54,45982.45,21.0,655.0,Yes,No,No reason specified
Town,Basic Membership,Yes,Credit/Debit Card Offers,Smartphone,31.49,9233.55,11.0,944.5753476,Yes,No,No reason specified
Town,Platinum Membership,Yes,Credit/Debit Card Offers,Smartphone,55.29,38533.63,22.0,793.95,Yes,No,Poor Website
Village,Basic Membership,Unknown,Credit/Debit Card Offers,Desktop,301.96,26285.72,0.0,566.35,No,Yes,Poor Product Quality
City,Gold Membership,Unknown,Credit/Debit Card Offers,Smartphone,160.22,43339.8,22.0,299.8337499999999,Yes,No,Poor Product Quality
Town,Gold Membership,Yes,Gift Vouchers/Coupons,Smartphone,157.63,43664.49,11.0,727.84,Yes,No,Poor Website
Village,Platinum Membership,Yes,Credit/Debit Card Offers,Desktop,228.33,843.72,0.0,797.47,Yes,Yes,No reason specified
City,Premium Membership,Yes,Gift Vouchers/Coupons,Desktop,50.14,5607.81,9.0,784.91,No,Yes,User Friendly Website
Town,Gold Membership,No,Credit/Debit Card Offers,Desktop,30.29,2795.94,0.0,760.4,Yes,No,Poor Customer Service
City,Platinum Membership,Yes,Credit/Debit Card Offers,Both,663.85,42769.6,26.0,780.84,Yes,No,Too many ads
City,No Membership,No,Without Offers,Smartphone,304.91,48640.87,9.0,708.69,Yes,No,Too many ads
Unknown,Basic Membership,Yes,Without Offers,Smartphone,401.06,19154.82,19.0,639.98,Yes,No,Poor Website
Town,Basic Membership,Yes,Gift Vouchers/Coupons,Desktop,285.91,39459.58,19.0,680.4,Yes,Yes,Poor Website
Town,Premium Membership,No,Gift Vouchers/Coupons,Desktop,34.7,41874.58,17.0,736.16,Yes,No,Poor Product Quality
Town,Silver Membership,Yes,Credit/Debit Card Offers,Smartphone,306.56,42617.64,10.0,710.86,Yes,No,No reason specified
Unknown,Silver Membership,No,Gift Vouchers/Coupons,Smartphone,31.45,80871.465,18.0,1031.30375,Yes,No,Products always in Stock
City,Silver Membership,Yes,Gift Vouchers/Coupons,Both,801.13375,80871.465,14.0,732.98,Yes,Yes,Products always in Stock
Town,Gold Membership,No,Gift Vouchers/Coupons,Desktop,91.36,80871.465,14.0,742.7,Yes,No,User Friendly Website
Town,Gold Membership,No,Credit/Debit Card Offers,Smartphone,131.22,15070.33,10.0,299.8337499999999,No,Yes,Poor Customer Service
City,Silver Membership,No,Gift Vouchers/Coupons,Unknown,801.13375,30017.52,25.0,714.35,No,Yes,Poor Product Quality
City,Silver Membership,No,Gift Vouchers/Coupons,Desktop,265.76,73867.84,11.0,727.78,Yes,Yes,Products always in Stock
Unknown,Basic Membership,Yes,Gift Vouchers/Coupons,Smartphone,157.5,35192.36,21.0,585.29,No,Yes,Poor Website
City,Basic Membership,Yes,Without Offers,Desktop,0.0,1564.12,11.0,548.62,Yes,No,Too many ads
Unknown,Platinum Membership,No,Without Offers,Smartphone,226.9,7970.78,6.0,720.43,Yes,No,No reason specified
City,Silver Membership,No,Gift Vouchers/Coupons,Unknown,119.37,13706.65,18.0,299.8337499999999,No,Yes,Too many ads
Unknown,Premium Membership,Unknown,Gift Vouchers/Coupons,Desktop,176.16,46887.93,13.0,299.8337499999999,No,Yes,Poor Product Quality
Town,Basic Membership,Yes,Credit/Debit Card Offers,Smartphone,195.06,40800.04,6.0,713.54,Yes,No,Too many ads
City,Platinum Membership,No,Gift Vouchers/Coupons,Unknown,297.95,47666.06,9.0,299.8337499999999,Yes,No,User Friendly Website
Town,Gold Membership,Yes,Without Offers,Smartphone,159.01,39674.15,0.0,299.8337499999999,No,Yes,No reason specified
Unknown,No Membership,No,Without Offers,Both,308.61,8979.79,27.0,556.47,Yes,Yes,Poor Customer Service
Town,Basic Membership,No,Without Offers,Unknown,211.84,26614.4,26.0,533.52,Yes,No,Poor Website
Unknown,Silver Membership,Yes,Credit/Debit Card Offers,Smartphone,690.0,80871.465,5.0,733.03,Yes,No,Products always in Stock
City,Basic Membership,Unknown,Without Offers,Smartphone,46.21,28459.2,19.0,535.12,No,Yes,Too many ads
City,Gold Membership,Yes,Gift Vouchers/Coupons,Both,801.13375,38257.11,18.0,299.8337499999999,Yes,No,No reason specified
Town,Gold Membership,Yes,Unknown,Unknown,801.13375,48361.34,7.0,676.53,Yes,No,No reason specified
Unknown,No Membership,Unknown,Credit/Debit Card Offers,Desktop,163.29,23359.61,27.0,299.8337499999999,No,Yes,Poor Website
Village,Silver Membership,Yes,Without Offers,Desktop,39.75,32143.59,16.0,760.91,Yes,No,Reasonable Price
Town,Silver Membership,Yes,Without Offers,Smartphone,41.36,35318.12,25.0,686.99,Yes,No,Poor Website
Town,Basic Membership,No,Gift Vouchers/Coupons,Smartphone,801.13375,32395.27,10.0,514.97,No,Yes,Poor Product Quality
Village,No Membership,Yes,Without Offers,Both,551.27,16546.06,24.0,610.44,Yes,No,Poor Customer Service
Unknown,Gold Membership,No,Without Offers,Smartphone,34.43,80871.465,14.0,821.51,Yes,No,Products always in Stock
City,Platinum Membership,Yes,Credit/Debit Card Offers,Desktop,229.56,45338.84,17.0,425.4179559,No,Yes,No reason specified
City,Silver Membership,Yes,Gift Vouchers/Coupons,Smartphone,51.45,37918.67,16.0,781.46,No,Yes,Poor Website
Town,No Membership,Yes,Gift Vouchers/Coupons,Unknown,107.62,38407.84,18.0,299.8337499999999,Yes,No,No reason specified
Unknown,No Membership,Yes,Gift Vouchers/Coupons,Desktop,84.0,3325.77,28.0,522.43,Yes,No,No reason specified
City,Gold Membership,Yes,Without Offers,Desktop,96.74,21774.07,21.0,1011.886265,Yes,No,No reason specified
